,Clean_Text,place.country,coordinates,compound,type
9310,ciaarraav gabbyholveck guys alright do i watch roanoke or not me and brittni just staed asylum knowing her shes gonna finish it without me ,United States,"[[-71.4585135, 43.522601], [-71.3861733, 43.522601], [-71.3861733, 43.585837], [-71.4585135, 43.585837]]",0.25,Positive
9311,australia says hundreds likely to languish in pacific camps  aicle amp  reuters ,United States,"[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]",0.0,Neutral
9312,gabbyholveck yeah ive heard asylum is the last good one to watch  honestly cult was arguably my favorite season followed closely by hotel,United States,"[[-71.4585135, 43.522601], [-71.3861733, 43.522601], [-71.3861733, 43.585837], [-71.4585135, 43.585837]]",0.8442,Positive
9316,provemewrong  the aesthetic asylum ,United States,"[[-82.620093, 27.821353], [-82.2652945, 27.821353], [-82.2652945, 28.171836], [-82.620093, 28.171836]]",0.0,Neutral
9317,cissna says he hopes and anticipates that refugee officers will not be detailed to asylum much longer but we shall see immconf,United States,"[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]",0.2263,Positive
9318,cissna says uscis is working to equip asylum division with more permanent staff so refugee officers can go back to doing the job they were hired to do though some ros will still be detailed to asylum in 2019 fy immconf,United States,"[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]",0.0,Neutral
9320,the scale of this asylum scheme and its undoing is hard to fathom and im left feeling that two tricks dont make a right here thanks for the comprehensive and tenacious repoing ailsachang and planetmoney ,United States,"[[-77.1798085, 38.9683754], [-77.146194, 38.9683754], [-77.146194, 38.985186], [-77.1798085, 38.985186]]",0.5423,Positive
9322,with just 8 of worlds population latinamerica accounts for about 13 of all murders were talking criminal violence not political strife amp especially intense in countries such as elsalvador where murder rate topped 80 per 100kimmigration asylum,United States,"[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]",-0.9486,Negative
9324,violence is the reason for migration and asylumlatinamerica is the murder capital of the worldriven by drugs gangs weak institutions and lawlessness the region is facing a crisisimmigration keepfamiliestogether endfamilydetentionvia wsj,United States,"[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]",-0.9136,Negative
9325,everydayguy5 itscaitlinhd try to remember it is not illegal to apply for asylum in the united states what laws suppos trump stripping immigrant children from their parents basic human decency demands justice for these poor children sadly the trump pay believes only white people deserve justice,United States,"[[-81.350571, 28.610836], [-81.2861241, 28.610836], [-81.2861241, 28.6979809], [-81.350571, 28.6979809]]",0.7371,Positive
9326,kimberly21921 gopchairwoman donaldjtrumpjr the left has officially gone insane we need to build a massive asylum for thedemocrats on the other side of the walllock them in it and throw away the key let god so through ittheir depravity has no end,United States,"[[-92.192108, 32.481896], [-92.113927, 32.481896], [-92.113927, 32.57157], [-92.192108, 32.57157]]",-0.4215,Negative
9327,17 state ags sue us attygeneral for not allowing political asylum to immigrants seeking asylum for nonpolitical reasons ,United States,"[[-76.6729123, 39.453647], [-76.58212, 39.453647], [-76.58212, 39.534252], [-76.6729123, 39.534252]]",0.0,Neutral
9336,its 3am here at saschamblee and i just wrapped up a dope recording mixing session with donchidi1 engineeredbyneko of teamsoulasylum whitepoloskillzgang  soul asylum studios ,United States,"[[-84.348581, 33.825123], [-84.28156, 33.825123], [-84.28156, 33.923964], [-84.348581, 33.923964]]",0.0,Neutral
9338,i dont know whos crazier because dany is like from the streets crazy but lena is like from the asylum crazy  amyach talking about my cats,United States,"[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]",0.0611,Positive
9341,comraderinzo thetayavalkyrie impactwrestling therealmorrison yeah but i spelled it differently also im using the phrase from arkham asylum,United States,"[[-118.280798, 34.6309445], [-118.045755, 34.6309445], [-118.045755, 34.740709], [-118.280798, 34.740709]]",0.1531,Positive
9342,juvenile offenders get school but not children seeking asylum how is this not against the law ,United States,"[[-121.8358045, 42.170168], [-121.727603, 42.170168], [-121.727603, 42.268381], [-121.8358045, 42.268381]]",-0.1901,Negative
9343,atd1964 sherrieshepherd that was not the issue the issue is youcome here illegally from mexico and try to seek asylum,United States,"[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]",0.0,Neutral
9344,idk whos idea was it to put the killer croc puzzle in arkham asylum but they need to quit game design altogether for it,United States,"[[-80.235287, 32.944965], [-80.109533, 32.944965], [-80.109533, 33.054993], [-80.235287, 33.054993]]",-0.431,Negative
9345,awesome arkham asylum joker cosplay by cinema makeup school ,United States,"[[-90.310298, 34.982924], [-81.646901, 34.982924], [-81.646901, 36.678119], [-90.310298, 36.678119]]",0.6808,Positive
9346,yegcanadian83 i love canada  we plan to go noh from wa next summer if things go to hell in a hand basket we may be seeking asylum  it has been discussed,United States,"[[-124.848975, 45.543542], [-116.915989, 45.543542], [-116.915989, 49.0025023], [-124.848975, 49.0025023]]",0.4215,Positive
9347,asylum ,United States,"[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]",0.0,Neutral
9348,tomselliott this crazy woman needs to take a thorazine and send her back to the asylumconfirmkavanaughnow,United States,"[[-95.354672, 30.9331], [-95.310051, 30.9331], [-95.310051, 30.949054], [-95.354672, 30.949054]]",-0.34,Negative
9350,grateful for the impoant service of pennstatelaw in university park prof shobawadhia and the pslct4immrights students in helping detained families seeking asylum weare immigration ,United States,"[[-77.917295, 40.749326], [-77.798924, 40.749326], [-77.798924, 40.817749], [-77.917295, 40.817749]]",0.3612,Positive
9351,coven and then asylum ,United States,"[[-80.3631122, 26.1193834], [-80.226673, 26.1193834], [-80.226673, 26.193854], [-80.3631122, 26.193854]]",0.0,Neutral
9352,drinking a mirror pond pale ale by deschutesbeer  home sweet asylum  ,United States,"[[-80.616078, 41.029245], [-80.560518, 41.029245], [-80.560518, 41.091401], [-80.616078, 41.091401]]",0.4588,Positive
9353,lifestyleatl stephenking leader of country not uniter divider gop loves  while we are at each others throats they are destroying environment judicial system tax system to favor wealthy vs poor separating families at border rewriting asylum policies gutting ss obamacare medicarecaid etc,United States,"[[-81.046876, 35.001706], [-80.646695, 35.001706], [-80.646695, 35.416412], [-81.046876, 35.416412]]",0.296,Positive
9354,watch in this order of my fav to least fav coven house asylum hotel freak show cult roanoke ,United States,"[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]",0.4767,Positive
9355,im at elviras asylum in buena park calif ,United States,"[[-118.037391, 33.809829], [-117.9759226, 33.809829], [-117.9759226, 33.895642], [-118.037391, 33.895642]]",0.0,Neutral
9356,photo taken 2014sultrysweetburlesque asylum get your tickets for ssweetburlesque dropdeadgorgeous on oct 25th at onenightonly halloween horror ,United States,"[[-118.250227, 33.732905], [-118.0631938, 33.732905], [-118.0631938, 33.885438], [-118.250227, 33.885438]]",-0.5719,Negative
9357,alliekazam asylum is the only one i cared for,United States,"[[-85.404424, 34.983674], [-85.080704, 34.983674], [-85.080704, 35.2002354], [-85.404424, 35.2002354]]",0.4215,Positive
9358,cloutboyjojoo 1 asylum2 coven3 murder house4 roanoke5 cult6 hotel7 freak show,United States,"[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]",-0.8225,Negative
9360,ezralevant he needs to apply for asylum in the usa,United States,"[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]",0.0,Neutral
9361,davemissedit bbbailey jimmykimmel the laws do need to change but there are laws that suppo these asylum seekers alreadydo some research on it they have a right to be here,United States,"[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]",0.0,Neutral
9364,caseyjess lhthevo troy1277 micheleleigh28 mikey4eyes well i need to find that person and have them committed to an asylum lmao,United States,"[[-89.57151, 36.497129], [-81.964971, 36.497129], [-81.964971, 39.147359], [-89.57151, 39.147359]]",0.7964,Positive
9365,asylum amp coven ,United States,"[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]",0.0,Neutral
9367,im here at saschamblee prepped and ready for a recording and mixing session with fleetwoodtizzle engineeredbyneko of teamsoulasylum whitepoloskillzgang  soul asylum studios ,United States,"[[-84.348581, 33.825123], [-84.28156, 33.825123], [-84.28156, 33.923964], [-84.348581, 33.923964]]",0.3612,Positive
9368,khia2333 jakeg1951 heerjeet it is imprisoning hispanic children seeking asylum atm,United States,"[[-118.4484512, 33.976882], [-118.369529, 33.976882], [-118.369529, 34.035143], [-118.4484512, 34.035143]]",0.0,Neutral
9369,ronaldklain more challenges will present when those seeking asylum here have to choose between hc or depoation idk how we will avoid pandemics with these policies,United States,"[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]",-0.2516,Negative
9372,thebuckeyenut blame the kids thats a you problem dont let the inmates run the asylum all thats on you coach,United States,"[[-84.353179, 39.2922867], [-84.252354, 39.2922867], [-84.252354, 39.399373], [-84.353179, 39.399373]]",-0.6249,Negative
9375,murder house or asylum for sure ,United States,"[[-84.30945, 39.584523], [-84.202828, 39.584523], [-84.202828, 39.675365], [-84.30945, 39.675365]]",-0.5267,Negative
9376,thousands could be depoed as government targets asylum mills clients ,United States,"[[-122.035311, 37.193164], [-121.71215, 37.193164], [-121.71215, 37.469154], [-122.035311, 37.469154]]",0.0,Neutral
9377,drinking a diablo belga by aleasylum  maxwells tavern  ,United States,"[[-88.363413, 44.214182], [-88.302785, 44.214182], [-88.302785, 44.258898], [-88.363413, 44.258898]]",0.0,Neutral
9379,realmaymoore1 aljean lawrence thesimpsons the merciless peppers of quetzalacatenango  grown deep in the jungle primeval by the inmates of a guatemalan insane asylum,United States,"[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]",-0.4019,Negative
9381,sputnikint soul asylum,United States,"[[-95.809606, 38.971524], [-95.571859, 38.971524], [-95.571859, 39.103634], [-95.809606, 39.103634]]",0.0,Neutral
9382,at work peeking through the shadows  melaninonfleek wraplife brownbellebombshell blackgirlmagic brownsugarslay   arkham asylum ,United States,"[[-74.255641, 40.495865], [-74.052253, 40.495865], [-74.052253, 40.648887], [-74.255641, 40.648887]]",0.0,Neutral
9383,kanyewest kanye no matter what you say everyone knows that you are crazy and belong in a mental asylum,United States,"[[-119.172179, 35.255821], [-118.878147, 35.255821], [-118.878147, 35.4379816], [-119.172179, 35.4379816]]",-0.5423,Negative
9384,i feel like the scorpion king hanging out with this actual mummy that lived in the transallegheny lunatic asylumtherock ,United States,"[[-82.644739, 37.201483], [-77.7189303, 37.201483], [-77.7189303, 40.638802], [-82.644739, 40.638802]]",-0.1779,Negative
9385,abdxla oh the pardons okay yes she helped whats your point his justice depament has viually stopped commutations theyre locking up kids and people seeking asylum while doing everything to increase the prison population,United States,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",0.743,Positive
9386,stucam7771 the lunatics are running the asylum,United States,"[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]",-0.3818,Negative
